30
-0.696736   0.807339   1.000000
-0.541531   0.797533   1.000000
-0.170388   0.611224   1.000000
-0.160266   0.611224   1.000000
-0.136648   0.607956   1.000000
-0.096160   0.601419   1.000000
-0.072542   0.601419   1.000000
-0.092786   0.598150   1.000000
0.220999   0.980574   1.000000
0.220999   0.980574   1.000000
0.234495   0.980574   1.000000
0.244617   0.980574   1.000000
0.244617   0.980574   1.000000
0.649500   0.755042   1.000000
0.673118   0.725625   1.000000
0.666370   0.741968   1.000000
0.666370   0.738699   1.000000
0.463928   0.313784   1.000000
0.447058   0.287635   1.000000
0.447058   0.287635   1.000000
0.447058   0.287635   1.000000
0.447058   0.287635   1.000000
0.447058   0.287635   1.000000
-0.062419   0.585076   1.000000
-0.059045   0.588344   1.000000
0.450432   0.307246   1.000000
0.420066   0.313784   1.000000
0.420066   0.313784   1.000000
0.420066   0.313784   1.000000
0.420066   0.313784   1.000000
