#Paul's bezierfile 
34
-0.147554 -0.018094 1.000000
-0.095257 -0.090470 1.000000
-0.042959 0.047045 1.000000
-0.207323 0.072376 1.000000
-0.252150 -0.057901 1.000000
-0.117670 -0.144752 1.000000
0.016810 -0.061520 1.000000
0.065372 0.090470 1.000000
-0.110199 0.159228 1.000000
-0.304448 0.141134 1.000000
-0.338068 -0.018094 1.000000
-0.311919 -0.195416 1.000000
-0.211059 -0.235223 1.000000
-0.016810 -0.213510 1.000000
0.113934 -0.086851 1.000000
0.211059 0.097708 1.000000
0.069108 0.191797 1.000000
-0.076579 0.271411 1.000000
-0.211059 0.282267 1.000000
-0.386630 0.213510 1.000000
-0.423985 0.054282 1.000000
-0.442663 -0.119421 1.000000
-0.409043 -0.260554 1.000000
-0.289505 -0.336549 1.000000
-0.098992 -0.340168 1.000000
0.121405 -0.275030 1.000000
0.211059 -0.159228 1.000000
0.300712 -0.032569 1.000000
0.338068 0.112183 1.000000
0.267092 0.249698 1.000000
0.147554 0.325693 1.000000
0.031752 0.365500 1.000000
-0.143819 0.379975 1.000000
-0.326861 0.358262 1.000000
