21
-0.097932   0.565957   1.000000
-0.006754   0.441643   1.000000
0.087801   0.503800   1.000000
-0.027016   0.575771   1.000000
0.047277   0.634657   1.000000
0.111440   0.418743   1.000000
-0.043901   0.366400   1.000000
-0.114817   0.477628   1.000000
0.094555   0.556142   1.000000
0.300550   -0.150486   1.000000
0.094555   0.392571   1.000000
0.337696   -0.143943   1.000000
0.003377   0.386028   1.000000
-0.087801   0.202828   1.000000
-0.033770   -0.601942   1.000000
-0.060785   0.258443   1.000000
0.263403   -0.598671   1.000000
-0.027016   -0.624842   1.000000
0.020262   -0.788414   1.000000
0.891518   -0.778599   1.000000
1.266361   -0.755699   1.000000
