24
-0.442382   0.791685   1.000000
-0.452513   0.732799   1.000000
-0.452513   0.732799   1.000000
-0.415366   0.644471   1.000000
-0.205995   0.647742   1.000000
-0.307304   0.811314   1.000000
-0.408612   0.758971   1.000000
-0.378220   0.670642   1.000000
-0.361335   0.798228   1.000000
-0.341073   0.523428   1.000000
-0.398482   0.592128   1.000000
-0.371466   0.503800   1.000000
-0.631492   -0.651014   1.000000
-0.266780   -0.624842   1.000000
-0.371466   0.454728   1.000000
-0.415366   -0.631385   1.000000
-0.452513   -0.853842   1.000000
-0.496413   -0.866928   1.000000
-0.526806   -0.631385   1.000000
-0.466021   -0.791685   1.000000
-0.432251   -0.644471   1.000000
-0.364712   -0.863656   1.000000
-0.327565   -0.860385   1.000000
-0.378220   -0.641200   1.000000
