     # This is test data for self_intersection problem.
  4
     knots[ 14] =   0.000   0.000   0.000   0.000   1.000 
               1.000   1.000   2.000   2.000   2.000 
               3.000   3.000   3.000   3.000 
   -0.9647    -0.3940     1.0000 
   -0.2873     0.2327     1.0000 
   -0.6340     0.3047     1.0000 
   -0.4020    -0.3353     1.0000 
    0.3340     0.5420     1.0000 
   -0.2980     0.6700     1.0000 
    0.2140    -0.2500     1.0000 
    1.0353     0.8273     1.0000 
    0.2593     0.8327     1.0000 
    0.6593    -0.2660     1.0000 
