# Author: Michael S. Blum
# B-spline data
3
knots[37] =   0.000    0.000    0.000    1.000    2.000    3.000  
	  4.000    5.000    6.000    7.000    8.000    9.000  
	  10.000    11.000    12.000    13.000    14.000    15.000  
	  16.000    17.000    18.000    19.000    20.000    21.000  
	  22.000    23.000    24.000    25.000    26.000    27.000  
	  28.000    29.000    30.000    31.000    32.000    32.000  
	  32.000  

-0.32343 0.44903 1.00000
-0.53150 0.24747 1.00000
-0.22249 0.41910 1.00000
-0.46970 0.23350 1.00000
-0.23279 0.38317 1.00000
-0.40172 0.24946 1.00000
-0.21631 0.34725 1.00000
-0.32755 0.24547 1.00000
-0.15245 0.31931 1.00000
-0.26163 0.23749 1.00000
-0.13391 0.27940 1.00000
-0.03914 0.27940 1.00000
0.07828 0.25545 1.00000
0.00412 0.31732 1.00000
0.14215 0.25345 1.00000
0.01030 0.35723 1.00000
0.20395 0.25345 1.00000
0.01648 0.42109 1.00000
0.28017 0.25545 1.00000
0.04738 0.48695 1.00000
0.22455 0.55281 1.00000
0.45322 0.40712 1.00000
0.43880 0.14968 1.00000
0.33991 -0.11974 1.00000
0.12979 -0.30335 1.00000
0.00618 -0.08781 1.00000
-0.12567 0.40513 1.00000
-0.20807 -0.07384 1.00000
-0.29047 -0.30933 1.00000
-0.45116 -0.14169 1.00000
-0.59536 0.09779 1.00000
-0.60360 0.37719 1.00000
-0.44292 0.57277 1.00000
-0.32549 0.44903 1.00000
