#
#  data file for CS668 assignment 
#
#  human hand
#
#
#
10
knots[60] =  0.000000  0.000000  0.000000  0.000000 
             0.000000  0.000000  0.000000  0.000000 
             0.000000  0.000000  1.000000  2.000000 
             3.000000  5.000000  6.000000  7.000000 
             8.000000  9.000000  10.000000  11.000000 
             13.000000  14.000000  15.000000  16.000000 
             17.000000  18.000000  19.000000  20.000000 
             21.000000  22.000000  23.000000  24.000000 
             25.000000  26.000000  27.000000  28.000000 
             29.000000  30.000000  31.000000  32.000000 
             33.000000  34.000000  35.000000  36.000000 
             37.000000  38.000000  39.000000  40.000000 
             41.000000  42.000000  43.000000  43.000000 
             43.000000  43.000000  43.000000  43.000000 
             43.000000  43.000000  43.000000  43.000000 
            
 -0.508656 -0.529939 1.491916 
 -0.329529 -0.469330 1.000000 
 -0.346648 -0.246790 1.000000 
 -0.369472 0.001427 1.000000 
 -0.403709 0.263909 1.000000 
 -0.349501 0.429387 1.000000 
 -0.289586 0.469330 1.000000 
 -0.258203 0.315264 1.000000 
 -0.235378 0.146933 1.000000 
 -0.215407 0.004280 1.000000 
 -0.158345 -0.061341 1.000000 
 -0.175464 0.503566 1.000000 
 -0.126961 0.777461 1.000000 
 -0.007133 0.731812 1.000000 
 -0.029957 0.500713 1.000000 
 -0.029957 -0.009986 1.000000 
 0.007133 -0.084165 1.000000 
 0.038516 0.055635 1.000000 
 0.052782 0.503566 1.000000 
 0.061341 0.786020 1.000000 
 0.192582 0.760342 1.000000 
 0.206847 0.657632 1.000000 
 0.195435 0.503566 1.000000 
 0.206847 0.380884 1.000000 
 0.198288 0.175464 1.000000 
 0.175464 0.029957 1.000000 
 0.189729 -0.081312 1.000000 
 0.241084 -0.126961 1.000000 
 0.312411 -0.038516 1.000000 
 0.309558 0.241084 1.000000 
 0.306705 0.497860 1.000000 
 0.320970 0.686163 1.000000 
 0.417974 0.694722 1.000000 
 0.432240 0.534950 1.000000 
 0.435093 0.415121 1.000000 
 0.435093 0.263909 1.000000 
 0.429387 0.104137 1.000000 
 0.403709 -0.061341 1.000000 
 0.509272 -0.109843 1.000000 
 0.594864 -0.067047 1.000000 
 0.680456 0.249643 1.000000 
 0.777461 0.392297 1.000000 
 0.917261 0.215407 1.000000 
 0.871612 0.095578 1.000000 
 0.788873 0.112696 1.000000 
 0.723252 0.018545 1.000000 
 0.686163 -0.095578 1.000000 
 0.592011 -0.340942 1.000000 
 0.489301 -0.506419 1.000000 
 0.346648 -0.651926 1.000000 
