# b-spline
4
knots[22] =  0.000000 0.000000 0.000000 0.000000 1.000000 2.000000 3.000000
 4.000000 5.000000 6.000000 7.000000 8.000000 9.000000
 10.000000 11.000000 12.000000 13.000000 14.000000 15.000000
 15.000000 15.000000 15.000000
# Control points
-0.924667 -0.626000 1.000000
-0.930000 -0.295333 1.000000
-0.743333 -0.098000 1.000000
-0.338000 0.488667 1.000000
-0.588667 0.886000 1.000000
-0.759333 0.472667 1.000000
-0.447333 0.182000 1.000000
-0.303333 0.203333 1.000000
-0.146000 0.187333 1.000000
0.139333 0.459333 1.000000
-0.082000 0.886000 1.000000
-0.263333 0.478000 1.000000
0.139333 -0.087333 1.000000
0.248667 -0.370000 1.000000
0.243333 -0.778000 1.000000
-0.116667 -0.852667 1.000000
-0.623333 -0.719333 1.000000
-0.938000 -0.615333 1.000000
