# Elena's data file for lab 1.
# Draws a person dancing.
#
3
knots[66] = 0.000000 0.000000 0.000000 1.000000 2.000000 3.000000 
           4.000000 5.000000 6.000000 7.000000 8.000000 9.000000 
           10.000000 11.000000 12.000000 13.000000 14.000000 15.000000 
           16.000000 17.000000 18.000000 19.000000 20.000000 21.000000 
           22.000000 23.000000 24.000000 25.000000 26.000000 27.000000 
           28.000000 29.000000 30.000000 31.000000 32.000000 33.000000 
           34.000000 35.000000 36.000000 37.000000 38.000000 39.000000 
           40.000000 41.000000 42.000000 43.000000 44.000000 45.000000 
           46.000000 47.000000 48.000000 49.000000 50.000000 51.000000 
           52.000000 53.000000 54.000000 55.000000 56.000000 57.000000 
           58.000000 59.000000 60.000000 61.000000 61.000000 61.000000 


0.024243 0.583770 1.000000
0.103897 0.516670 1.000000
0.183551 0.570350 1.000000
0.225110 0.647515 1.000000
0.301301 0.677710 1.000000
0.308228 0.758230 1.000000
0.162772 0.862235 1.000000
0.017316 0.801845 1.000000
-0.062338 0.563640 1.000000
-0.232036 0.513315 1.000000
-0.585286 0.288530 1.000000
-0.945462 -0.093940 1.000000
-0.914293 -0.093940 1.000000
-0.841565 -0.060390 1.000000
-0.806933 -0.093940 1.000000
-0.793080 -0.083875 1.000000
-0.782690 -0.016775 1.000000
-0.786153 0.010065 1.000000
-0.502168 0.221430 1.000000
-0.211257 0.332145 1.000000
-0.190478 0.241560 1.000000
-0.145456 0.073810 1.000000
-0.197404 -0.033550 1.000000
-0.193941 -0.234850 1.000000
-0.155845 -0.563640 1.000000
-0.172363 -0.658880 1.000000
-0.144412 -1.087603 1.000000
-0.121120 -1.272631 1.000000
-0.079194 -1.272631 1.000000
-0.055902 -1.119193 1.000000
-0.032609 -1.078577 1.000000
0.013975 -1.051500 1.000000
-0.013975 -0.979294 1.000000
-0.065218 -0.965755 1.000000
-0.009317 -0.685957 1.000000
-0.027951 -0.555084 1.000000
0.027951 -0.230157 1.000000
0.312117 -0.505442 1.000000
0.358701 -0.591187 1.000000
0.712744 -0.807804 1.000000
0.726720 -0.880011 1.000000
0.777963 -0.911601 1.000000
0.833864 -0.884523 1.000000
0.996910 -0.938678 1.000000
1.029519 -0.911601 1.000000
0.908399 -0.776214 1.000000
0.759329 -0.713034 1.000000
0.456529 -0.428723 1.000000
0.228264 -0.144412 1.000000
0.223606 0.000000 1.000000
0.172363 0.094770 1.000000
0.181680 0.329440 1.000000
0.447212 0.329440 1.000000
0.647526 0.311388 1.000000
0.978276 0.162463 1.000000
1.080762 0.067693 1.000000
1.066787 0.135386 1.000000
1.206541 0.148925 1.000000
1.136664 0.212105 1.000000
0.992252 0.239182 1.000000
0.661501 0.433236 1.000000
0.251557 0.500929 1.000000
0.144412 0.546058 1.000000
