#
# This is a data file - for cs668 lab#1
#
# By Jim Jia
#
3
knots[41] =
   0.000000   0.000000   0.000000   1.000000   2.000000  3.000000
   4.000000   5.000000   6.000000   7.000000   8.000000  9.000000
   10.000000   11.000000   12.000000   13.000000   14.000000  15.000000
   16.000000   17.000000   18.000000   19.000000   20.000000  21.000000
   22.000000   23.000000   24.000000   25.000000   26.000000  27.000000
   28.000000   29.000000   30.000000   31.000000   32.000000  33.000000
   34.000000   35.000000   36.000000   36.000000  36.000000
#control points
   -0.617840  0.271084  1.000000
   -0.565199  0.217404  1.000000
   -0.429441  0.214720  1.000000
   -0.324158  0.311344  1.000000
   -0.132988  0.394548  1.000000
   0.088659  0.402600  1.000000
   0.304764  0.370392  1.000000
   0.407276  0.246928  1.000000
   0.473770  0.174460  1.000000
   0.526411  0.182512  1.000000
   0.598446  0.206668  1.000000
   0.631693  0.171776  1.000000
   0.570740  0.147620  1.000000
   0.520870  0.131516  1.000000
   0.432211  0.110044  1.000000
   0.451605  0.018788  1.000000
   0.470999  -0.048312  1.000000
   0.374029  -0.056364  1.000000
   0.382341  -0.005368  1.000000
   0.354635  0.080520  1.000000
   0.235500  0.037576  1.000000
   0.091429  0.024156  1.000000
   -0.080347  0.034892  1.000000
   -0.196711  0.056364  1.000000
   -0.227188  -0.008052  1.000000
   -0.207794  -0.059048  1.000000
   -0.326929  -0.048312  1.000000
   -0.282600  0.018788  1.000000
   -0.271517  0.075152  1.000000
   -0.318617  0.128832  1.000000
   -0.374029  0.139568  1.000000
   -0.412817  0.147620  1.000000
   -0.470999  0.158356  1.000000
   -0.543034  0.163724  1.000000
   -0.601217  0.169092  1.000000
   -0.656628  0.161040  1.000000
   -0.695417  0.212036  1.000000
   -0.626152  0.268400  1.000000
